Empresa de Pesquisa Energética - EPE,,,,,,,,,,,,,
Consumo de energia elétrica na rede (MWh),,,,,,,,,,,,,
Sistema SIMPLES,,,,,,,,,,,,,
,,,,,,,,,,,,,
,2026*,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL INDUSTRIAL,15.794.018,15.727.145,,,,,,,,,,,31.521.163
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,1.144.503,1.060.110,1.182.951,1.177.230,1.151.217,1.116.462,1.205.501,1.200.793,1.183.453,1.253.335,1.212.737,1.288.230,14.176.522
Nordeste,2.425.279,2.277.524,2.438.931,2.459.934,2.445.870,2.365.499,2.482.232,2.465.351,2.354.582,2.401.671,2.310.564,2.333.833,28.761.270
Sudeste,7.819.121,8.154.579,8.164.832,8.463.316,8.454.482,8.359.244,8.292.903,8.561.514,8.498.742,8.542.498,8.669.644,8.256.004,100.236.879
Sul,2.300.699,2.606.710,2.647.015,2.712.615,2.744.237,2.733.601,2.729.981,2.831.514,2.746.171,2.788.473,2.814.731,2.678.820,32.334.567
Centro-Oeste,704.148,715.207,740.254,799.018,800.398,777.090,805.867,853.224,836.811,823.674,827.859,791.232,9.474.782
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas isolados,148.769,139.479,158.845,161.681,158.959,153.346,15.422,16.222,16.215,17.823,16.348,15.253,1.018.362
Norte,1.527.879,1.400.141,1.557.653,1.538.059,1.509.557,1.448.745,1.686.966,1.706.502,1.594.465,1.628.040,1.576.319,1.632.006,18.806.332
Nordeste,1.857.009,1.762.248,1.868.460,1.900.291,1.889.045,1.841.912,1.931.605,1.905.613,1.874.612,1.954.788,1.887.376,1.897.719,22.570.678
Sudeste/C. Oeste,8.559.394,8.905.552,8.942.010,9.299.467,9.294.406,9.174.292,9.152.510,9.452.545,9.388.296,9.420.527,9.540.761,9.124.321,110.254.081
Sul,2.300.699,2.606.710,2.647.015,2.712.615,2.744.237,2.733.601,2.729.981,2.831.514,2.746.171,2.788.473,2.814.731,2.678.820,32.334.567
,,,,,,,,,,,,,
,2012,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL INDUSTRIAL,14.567.025,15.059.393,15.578.758,15.530.109,15.264.202,15.158.828,15.213.922,15.627.848,15.573.061,15.547.744,15.470.109,14.833.841,183.424.839
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,1.227.090,1.207.458,1.289.056,1.195.259,1.223.341,1.154.501,1.185.483,1.198.167,1.153.441,1.191.284,1.126.450,1.123.279,14.274.809
Nordeste,2.381.665,2.317.090,2.470.223,2.405.568,2.455.473,2.274.534,2.404.130,2.480.087,2.451.344,2.430.348,2.428.398,2.403.412,28.902.272
Sudeste,8.004.138,8.292.046,8.440.739,8.642.446,8.371.133,8.448.415,8.322.721,8.540.168,8.614.670,8.569.742,8.573.104,7.967.830,100.787.152
Sul,2.277.437,2.555.500,2.654.943,2.607.045,2.480.567,2.588.741,2.605.383,2.689.543,2.626.978,2.595.794,2.648.674,2.585.629,30.916.233
Centro-Oeste,676.695,687.299,723.797,679.791,733.688,692.637,696.205,719.883,726.628,760.576,693.483,753.691,8.544.373
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas isolados,153.311,175.076,175.964,160.228,163.315,153.531,151.072,172.382,156.782,167.379,162.197,136.067,1.927.304
Norte,1.684.771,1.607.590,1.702.947,1.631.318,1.672.609,1.562.953,1.596.176,1.605.678,1.572.119,1.588.469,1.498.646,1.531.550,19.254.826
Nordeste,1.735.090,1.708.525,1.830.655,1.772.481,1.799.882,1.673.406,1.805.773,1.859.747,1.838.946,1.828.060,1.853.390,1.823.489,21.529.444
Sudeste/C. Oeste,8.716.416,9.012.702,9.214.249,9.359.037,9.147.829,9.180.197,9.055.518,9.300.498,9.378.236,9.368.042,9.307.202,8.757.106,109.797.032
Sul,2.277.437,2.555.500,2.654.943,2.607.045,2.480.567,2.588.741,2.605.383,2.689.543,2.626.978,2.595.794,2.648.674,2.585.629,30.916.233
,,,,,,,,,,,,,
,2011,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL INDUSTRIAL,14.467.186,14.486.700,15.188.345,15.334.508,15.254.580,15.387.057,15.435.674,15.853.166,15.731.400,15.670.618,15.484.260,15.282.054,183.575.548
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,1.143.714,1.072.677,1.198.426,1.170.586,1.189.244,1.177.387,1.216.444,1.226.399,1.187.593,1.249.837,1.182.417,1.211.039,14.225.763
Nordeste,2.299.052,2.100.852,2.436.151,2.406.830,2.400.047,2.373.296,2.474.532,2.548.648,2.456.364,2.479.536,2.398.891,2.365.679,28.739.878
Sudeste,8.236.130,8.295.036,8.345.401,8.606.025,8.421.831,8.614.877,8.522.025,8.763.759,8.795.554,8.608.766,8.698.497,8.472.685,102.380.586
Sul,2.263.560,2.468.655,2.600.288,2.555.782,2.613.650,2.597.122,2.574.899,2.651.379,2.595.756,2.634.417,2.522.348,2.544.109,30.621.965
Centro-Oeste,524.730,549.480,608.079,595.285,629.808,624.375,647.774,662.981,696.133,698.062,682.107,688.542,7.607.356
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas isolados,143.793,151.145,149.094,153.388,155.512,155.513,157.469,170.015,162.686,171.258,166.292,153.320,1.889.485
Norte,1.646.115,1.494.686,1.689.215,1.652.672,1.701.942,1.668.865,1.724.367,1.733.789,1.665.633,1.727.742,1.638.073,1.674.837,20.017.936
Nordeste,1.619.133,1.495.723,1.762.281,1.737.557,1.699.790,1.690.889,1.771.093,1.833.126,1.775.930,1.793.503,1.739.465,1.709.951,20.628.441
Sudeste/C. Oeste,8.794.585,8.876.491,8.987.467,9.235.109,9.083.686,9.274.668,9.207.846,9.464.857,9.531.395,9.343.698,9.418.082,9.199.837,110.417.721
Sul,2.263.560,2.468.655,2.600.288,2.555.782,2.613.650,2.597.122,2.574.899,2.651.379,2.595.756,2.634.417,2.522.348,2.544.109,30.621.965
,,,,,,,,,,,,,
,2010,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL INDUSTRIAL,13.424.547,14.077.520,14.765.879,14.921.086,15.025.175,15.179.562,15.303.363,15.456.385,15.405.246,15.434.091,15.316.639,15.168.814,179.478.307
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,1.058.953,1.005.539,1.087.391,1.075.714,1.117.008,1.102.059,1.123.716,1.147.489,1.131.039,1.153.543,1.123.001,1.139.047,13.264.499
Nordeste,2.396.403,2.319.484,2.545.879,2.413.117,2.498.868,2.475.946,2.529.928,2.501.509,2.489.714,2.574.711,2.458.766,2.383.534,29.587.859
Sudeste,7.348.949,7.871.394,8.094.400,8.406.675,8.324.792,8.546.983,8.520.574,8.694.721,8.725.859,8.657.739,8.702.507,8.611.134,100.505.727
Sul,2.103.829,2.363.640,2.500.191,2.484.250,2.540.499,2.499.092,2.556.817,2.537.355,2.491.263,2.494.709,2.497.801,2.506.253,29.575.699
Centro-Oeste,516.413,517.463,538.018,541.330,544.008,555.482,572.328,575.311,567.371,553.389,534.564,528.846,6.544.523
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas isolados,129.824,140.293,135.326,149.782,146.712,149.994,139.678,157.894,155.222,161.589,159.768,145.431,1.771.513
Norte,1.574.092,1.441.430,1.578.960,1.534.172,1.591.142,1.555.455,1.616.901,1.634.637,1.598.454,1.637.433,1.582.919,1.642.752,18.988.347
Nordeste,1.722.558,1.716.002,1.889.692,1.773.223,1.845.452,1.837.162,1.864.347,1.823.455,1.832.796,1.894.320,1.805.218,1.701.005,21.705.230
Sudeste/C. Oeste,7.894.244,8.416.155,8.661.710,8.979.659,8.901.370,9.137.859,9.125.620,9.303.044,9.327.511,9.246.040,9.270.933,9.173.373,107.437.518
Sul,2.103.829,2.363.640,2.500.191,2.484.250,2.540.499,2.499.092,2.556.817,2.537.355,2.491.263,2.494.709,2.497.801,2.506.253,29.575.699
,,,,,,,,,,,,,
,2009,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL INDUSTRIAL,11.923.920,12.337.343,13.049.483,13.199.596,12.976.381,13.216.791,13.610.773,14.061.451,14.227.326,14.551.750,14.415.204,14.228.645,161.798.662
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,1.037.755,913.234,994.988,1.003.787,1.008.672,1.055.170,1.059.580,1.067.632,1.037.046,1.078.596,1.062.416,1.051.091,12.369.967
Nordeste,2.188.819,2.100.025,2.315.996,2.197.203,2.226.386,2.200.537,2.289.010,2.380.810,2.387.863,2.449.863,2.339.666,2.412.350,27.488.528
Sudeste,6.430.384,6.748.877,6.940.310,7.200.761,7.042.743,7.179.707,7.391.798,7.724.095,7.902.183,8.013.929,8.103.644,7.855.316,88.533.748
Sul,1.817.769,2.083.857,2.269.584,2.258.660,2.157.697,2.258.974,2.306.998,2.323.431,2.326.758,2.408.122,2.363.884,2.387.378,26.963.112
Centro-Oeste,449.193,491.350,528.605,539.185,540.883,522.403,563.387,565.483,573.476,601.240,545.593,522.510,6.443.307
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas isolados,142.027,145.378,151.491,151.211,153.586,156.899,154.570,176.665,168.445,184.708,145.419,139.839,1.870.238
Norte,1.566.095,1.340.305,1.473.387,1.461.022,1.525.677,1.512.606,1.547.170,1.530.746,1.494.857,1.535.969,1.520.706,1.545.015,18.053.555
Nordeste,1.519.844,1.529.239,1.687.421,1.589.939,1.556.967,1.587.507,1.648.212,1.742.351,1.762.934,1.809.047,1.706.323,1.750.096,19.889.880
Sudeste/C. Oeste,6.878.185,7.238.564,7.467.600,7.738.764,7.582.454,7.700.805,7.953.823,8.288.258,8.474.332,8.613.904,8.678.872,8.406.317,95.021.877
Sul,1.817.769,2.083.857,2.269.584,2.258.660,2.157.697,2.258.974,2.306.998,2.323.431,2.326.758,2.408.122,2.363.884,2.387.378,26.963.112
,,,,,,,,,,,,,
,2008,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL INDUSTRIAL,13.793.348,13.966.620,14.654.558,14.525.049,14.791.423,14.780.520,15.154.269,15.411.790,15.180.074,15.386.185,14.773.048,13.417.173,175.834.058
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,1.018.836,994.743,1.056.570,1.028.025,1.045.144,1.076.699,1.088.127,1.104.095,1.097.599,1.141.517,1.082.316,1.059.609,12.793.280
Nordeste,2.450.368,2.345.793,2.463.791,2.431.140,2.555.968,2.460.915,2.520.052,2.544.383,2.523.542,2.542.113,2.431.768,2.332.715,29.602.549
Sudeste,7.733.400,7.795.758,8.217.728,8.124.682,8.244.852,8.273.796,8.470.316,8.715.979,8.557.011,8.623.648,8.358.730,7.399.288,98.515.188
Sul,2.119.140,2.365.869,2.447.493,2.445.728,2.395.505,2.447.151,2.519.353,2.513.341,2.462.391,2.511.561,2.360.372,2.137.241,28.725.145
Centro-Oeste,471.604,464.457,468.976,495.474,549.954,521.959,556.421,533.992,539.531,567.346,539.862,488.320,6.197.896
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas isolados,161.817,164.359,173.100,169.760,176.565,181.376,178.733,191.264,192.066,190.091,189.999,164.173,2.133.303
Norte,1.538.454,1.461.594,1.561.314,1.506.761,1.543.212,1.557.024,1.603.447,1.601.732,1.577.983,1.643.135,1.555.944,1.577.628,18.728.229
Nordeste,1.770.843,1.716.664,1.788.182,1.785.257,1.883.773,1.802.190,1.828.887,1.858.124,1.853.874,1.852.795,1.770.338,1.653.169,21.564.096
Sudeste/C. Oeste,8.203.094,8.258.134,8.684.469,8.617.543,8.792.368,8.792.779,9.023.849,9.247.329,9.093.760,9.188.603,8.896.395,7.884.962,104.683.285
Sul,2.119.140,2.365.869,2.447.493,2.445.728,2.395.505,2.447.151,2.519.353,2.513.341,2.462.391,2.511.561,2.360.372,2.137.241,28.725.145
,,,,,,,,,,,,,
,2007,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL INDUSTRIAL,13.592.121,13.683.634,14.276.498,14.511.123,14.557.756,14.582.312,14.569.203,14.860.003,14.866.278,14.952.079,15.025.144,14.892.623,174.368.774
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,1.001.672,939.507,1.021.864,993.228,1.044.904,1.028.834,1.057.886,1.073.292,1.047.069,1.089.167,1.060.552,1.079.234,12.437.209
Nordeste,2.346.146,2.151.323,2.336.520,2.332.459,2.378.276,2.350.757,2.464.630,2.497.613,2.444.460,2.545.273,2.485.964,2.544.495,28.877.916
Sudeste,7.828.726,7.966.169,8.156.928,8.415.087,8.352.175,8.376.953,8.223.929,8.409.270,8.606.355,8.466.749,8.655.071,8.518.635,99.976.047
Sul,1.973.574,2.179.652,2.279.174,2.276.808,2.278.877,2.348.131,2.334.740,2.364.694,2.296.248,2.378.625,2.362.177,2.307.713,27.380.413
Centro-Oeste,442.003,446.983,482.012,493.541,503.524,477.637,488.018,515.134,472.146,472.265,461.380,442.546,5.697.189
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas isolados,146.216,155.353,158.684,162.128,164.124,170.890,164.201,174.346,179.510,180.817,181.941,171.181,2.009.391
Norte,1.527.293,1.390.211,1.529.637,1.481.276,1.557.301,1.508.514,1.570.739,1.587.142,1.528.949,1.592.280,1.543.875,1.591.842,18.409.059
Nordeste,1.676.740,1.547.895,1.672.712,1.684.916,1.704.218,1.702.391,1.789.892,1.811.733,1.785.785,1.863.759,1.823.119,1.862.980,20.926.140
Sudeste/C. Oeste,8.268.298,8.410.523,8.636.291,8.905.995,8.853.236,8.852.386,8.709.631,8.922.088,9.075.786,8.936.598,9.114.032,8.958.907,105.643.771
Sul,1.973.574,2.179.652,2.279.174,2.276.808,2.278.877,2.348.131,2.334.740,2.364.694,2.296.248,2.378.625,2.362.177,2.307.713,27.380.413
,,,,,,,,,,,,,
,2006,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL INDUSTRIAL,12.851.401,13.044.331,13.382.327,13.531.808,13.406.754,13.568.666,13.696.551,14.164.040,13.825.482,13.952.616,13.989.838,13.766.563,163.180.378
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,959.508,898.998,986.674,962.768,989.261,969.702,998.856,1.027.668,1.005.214,1.025.941,1.003.098,1.017.455,11.845.143
Nordeste,2.209.932,2.065.904,2.273.993,2.218.405,2.209.977,2.222.896,2.281.264,2.363.385,2.309.747,2.384.511,2.302.683,2.303.705,27.146.401
Sudeste,7.352.617,7.567.739,7.503.660,7.745.038,7.592.674,7.722.371,7.736.313,8.024.273,7.876.455,7.889.940,8.027.414,7.857.892,92.896.387
Sul,1.915.944,2.084.454,2.165.591,2.162.331,2.181.245,2.208.095,2.211.595,2.262.835,2.185.916,2.196.101,2.196.501,2.135.110,25.905.716
Centro-Oeste,413.400,427.236,452.409,443.266,433.597,445.603,468.524,485.879,448.150,456.123,460.142,452.402,5.386.731
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas isolados,143.804,150.301,150.657,157.322,155.145,158.611,159.302,166.646,171.672,164.964,168.660,161.896,1.908.981
Norte,1.434.108,1.315.286,1.460.630,1.425.710,1.453.973,1.434.619,1.495.242,1.531.092,1.484.345,1.534.511,1.483.566,1.530.703,17.583.785
Nordeste,1.593.609,1.501.616,1.651.734,1.600.430,1.592.497,1.601.912,1.628.142,1.696.137,1.661.813,1.714.037,1.656.624,1.631.329,19.529.880
Sudeste/C. Oeste,7.763.936,7.992.674,7.953.715,8.186.015,8.023.894,8.165.429,8.202.270,8.507.330,8.321.736,8.343.004,8.484.487,8.307.526,98.252.016
Sul,1.915.944,2.084.454,2.165.591,2.162.331,2.181.245,2.208.095,2.211.595,2.262.835,2.185.916,2.196.101,2.196.501,2.135.110,25.905.716
,,,,,,,,,,,,,
,2005,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL INDUSTRIAL,12.650.753,12.746.540,13.065.261,13.373.989,13.292.320,13.143.049,13.430.446,13.754.725,13.700.583,13.512.368,13.445.264,13.549.854,159.665.151
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,923.506,899.364,928.586,894.472,940.021,920.067,934.867,941.680,926.258,980.174,962.516,969.814,11.221.324
Nordeste,2.163.115,2.012.796,2.157.384,2.133.405,2.227.816,2.151.482,2.237.704,2.266.162,2.242.895,2.220.118,2.204.171,2.291.626,26.308.674
Sudeste,7.298.293,7.377.941,7.406.089,7.745.456,7.505.361,7.506.188,7.608.435,7.923.121,8.006.237,7.770.445,7.721.847,7.747.980,91.617.392
Sul,1.866.926,2.049.609,2.142.695,2.137.584,2.171.215,2.135.428,2.147.747,2.149.185,2.062.708,2.092.679,2.114.081,2.104.744,25.174.603
Centro-Oeste,398.913,406.830,430.507,463.072,447.906,429.883,501.694,474.577,462.484,448.952,442.648,435.691,5.343.158
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas isolados,135.805,136.763,141.310,136.367,149.144,151.131,155.733,159.534,161.295,165.228,160.391,155.136,1.807.836
Norte,1.359.383,1.286.864,1.365.299,1.299.353,1.367.607,1.341.845,1.364.530,1.367.442,1.336.798,1.407.627,1.381.657,1.468.023,16.346.429
Nordeste,1.595.239,1.493.074,1.584.631,1.597.480,1.656.420,1.584.121,1.658.507,1.687.300,1.676.703,1.632.927,1.629.412,1.643.114,19.438.928
Sudeste/C. Oeste,7.693.400,7.780.230,7.831.326,8.203.204,7.947.933,7.930.523,8.103.929,8.391.265,8.463.078,8.213.907,8.159.722,8.178.837,96.897.355
Sul,1.866.926,2.049.609,2.142.695,2.137.584,2.171.215,2.135.428,2.147.747,2.149.185,2.062.708,2.092.679,2.114.081,2.104.744,25.174.603
,,,,,,,,,,,,,
,2004,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL INDUSTRIAL,12.008.851,12.141.416,12.608.413,12.887.290,12.832.712,13.107.635,13.306.807,13.592.341,13.460.815,13.534.732,13.455.770,13.391.884,156.328.667
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,840.290,810.256,880.888,861.612,901.710,906.710,936.236,979.205,916.923,947.638,934.565,952.562,10.868.596
Nordeste,2.015.783,1.942.020,2.082.250,2.056.947,2.100.191,2.105.230,2.157.223,2.205.099,2.185.141,2.227.272,2.196.815,2.234.002,25.507.973
Sudeste,6.977.471,7.084.622,7.087.613,7.384.539,7.258.307,7.501.655,7.580.440,7.710.196,7.747.917,7.762.817,7.877.095,7.777.337,89.750.008
Sul,1.810.980,1.931.866,2.149.031,2.164.762,2.164.980,2.143.097,2.169.915,2.223.452,2.150.364,2.130.103,2.027.558,1.995.866,25.061.975
Centro-Oeste,364.327,372.652,408.631,419.430,407.524,450.944,462.993,474.389,460.470,466.902,419.738,432.117,5.140.116
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas isolados,121.151,125.465,131.263,130.313,132.497,137.602,143.526,146.170,148.437,160.104,151.873,159.282,1.687.682
Norte,1.280.142,1.217.284,1.321.858,1.286.067,1.343.710,1.322.741,1.361.651,1.411.125,1.327.843,1.393.156,1.347.042,1.372.204,15.984.822
Nordeste,1.457.592,1.413.203,1.514.045,1.506.058,1.529.799,1.556.042,1.594.111,1.633.062,1.631.989,1.627.862,1.638.651,1.660.236,18.762.649
Sudeste/C. Oeste,7.338.987,7.453.598,7.492.216,7.800.090,7.661.727,7.948.154,8.037.604,8.178.532,8.202.182,8.223.507,8.290.646,8.204.296,94.831.539
Sul,1.810.980,1.931.866,2.149.031,2.164.762,2.164.980,2.143.097,2.169.915,2.223.452,2.150.364,2.130.103,2.027.558,1.995.866,25.061.975
